Country,Indicator,Gender,Education_Level,Wealth_Quintile,Residence,Data_Year,Percentage,Data_Source,Happiness_Rank,Country_Code,GDP_PerCapita,Region,Income_Group
Senegal,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,81.29117,UIS,103.0,SEN,1636.893209,Sub-Saharan Africa,Lower middle income
Sierra Leone,Completion rate for children of primary school age,Female,Primary,Total,Total,2017,65.099998,MICS 2017,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Completion rate for children of primary school age,Male,Primary,Total,Total,2017,63.299999,MICS 2017,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,17.5,MICS 2017,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,27.4,MICS 2017,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,41.900002,MICS 2017,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,47.299999,MICS 2017,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2015,1.5445,UIS,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2015,1.74216,UIS,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,49.16676,UIS,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,48.89217,UIS,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2018,66.7124,UIS,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
Sierra Leone,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2018,64.19774,UIS,140.0,SLE,480.0392113,Sub-Saharan Africa,Low income
El Salvador,Completion rate for children of primary school age,Female,Primary,Total,Total,2014,88.599998,MICS 2014,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Completion rate for children of primary school age,Male,Primary,Total,Total,2014,84.300003,MICS 2014,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2014,36.299999,MICS 2014,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2014,33.5,MICS 2014,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2014,73.900002,MICS 2014,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2014,72.699997,MICS 2014,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2014,6.6392,UIS,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2014,7.03497,UIS,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2021,40.72636,UIS,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
El Salvador,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2021,42.01525,UIS,49.0,SLV,4551.184661,Latin America & Caribbean,Lower middle income
Serbia,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,99.70034,MICS 2019,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,100.0,MICS 2019,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,92.224716,MICS 2019,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,96.424553,MICS 2019,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,99.466476,MICS 2019,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,99.579712,MICS 2019,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,2.914,UIS,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,2.87314,UIS,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,2.62506,UIS,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,2.94631,UIS,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,12.87407,UIS,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Serbia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,15.8047,UIS,43.0,SRB,9230.178316,Europe & Central Asia,Upper middle income
Sao Tome and Principe,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,92.105583,MICS 2019,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,82.172188,MICS 2019,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,30.68014,MICS 2019,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,26.43675,MICS 2019,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,59.841751,MICS 2019,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,59.974682,MICS 2019,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2017,6.01822,UIS,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2017,6.04768,UIS,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,6.79693,UIS,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,12.32539,UIS,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2015,15.9169,UIS,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Sao Tome and Principe,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2015,18.72996,UIS,,STP,2360.543554,Sub-Saharan Africa,Lower middle income
Suriname,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,89.929176,MICS 2018,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,80.010406,MICS 2018,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,26.467779,MICS 2018,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,18.206461,MICS 2018,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,57.911049,MICS 2018,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,41.0797,MICS 2018,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,10.16859,UIS,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,13.25955,UIS,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,11.06859,UIS,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,18.63275,UIS,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2015,33.54758,UIS,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Suriname,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2015,42.00078,UIS,,SUR,4869.134226,Latin America & Caribbean,Upper middle income
Eswatini,Completion rate for children of primary school age,Female,Primary,Total,Total,2014,76.899361,MICS 2014,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Completion rate for children of primary school age,Male,Primary,Total,Total,2014,64.168999,MICS 2014,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2014,33.314919,MICS 2014,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2014,31.15066,MICS 2014,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2014,54.148529,MICS 2014,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2014,47.111519,MICS 2014,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,15.9,UIS,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,14.56613,UIS,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,2.94646,UIS,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,2.57896,UIS,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2015,18.07501,UIS,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Eswatini,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2015,14.33211,UIS,125.0,SWZ,3978.403528,Sub-Saharan Africa,Lower middle income
Turks and Caicos Islands,Completion rate for children of primary school age,Female,Primary,Total,Total,2020,100.0,MICS 2019-20,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Completion rate for children of primary school age,Male,Primary,Total,Total,2020,97.928627,MICS 2019-20,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2020,95.88662,MICS 2019-20,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2020,99.62896,MICS 2019-20,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,100.0,MICS 2019-20,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,98.086662,MICS 2019-20,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2017,8.64353,UIS,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2017,9.46924,UIS,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,15.311,UIS,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,8.7256,UIS,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,41.31148,UIS,,TCA,20908.5827,Latin America & Caribbean,High income
Turks and Caicos Islands,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,48.0315,UIS,,TCA,20908.5827,Latin America & Caribbean,High income
Chad,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,23.310511,MICS 2019,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,30.330379,MICS 2019,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,2.7045281,MICS 2019,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,6.7123079,MICS 2019,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,9.0356951,MICS 2019,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,17.82753,MICS 2019,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,35.04273,UIS,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,17.30957,UIS,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,69.53501,UIS,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,54.93513,UIS,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,85.14036,UIS,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Chad,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,70.59798,UIS,130.0,TCD,685.6902841,Sub-Saharan Africa,Low income
Togo,Completion rate for children of primary school age,Female,Primary,Total,Total,2017,76.371941,MICS 2017,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Completion rate for children of primary school age,Male,Primary,Total,Total,2017,83.03212,MICS 2017,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,11.92323,MICS 2017,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,31.181789,MICS 2017,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,39.109959,MICS 2017,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,54.922668,MICS 2017,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,4.03906,UIS,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,2.2545,UIS,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,27.6552,UIS,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,15.27625,UIS,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2017,65.58817,UIS,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Togo,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2017,46.62264,UIS,135.0,TGO,973.2061291,Sub-Saharan Africa,Low income
Thailand,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,98.797523,MICS 2019,61.0,THA,7066.190546,East Asia & Pacific,Upper middle income
Thailand,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,98.487228,MICS 2019,61.0,THA,7066.190546,East Asia & Pacific,Upper middle income
Thailand,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,71.667732,MICS 2019,61.0,THA,7066.190546,East Asia & Pacific,Upper middle income
Thailand,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,59.423611,MICS 2019,61.0,THA,7066.190546,East Asia & Pacific,Upper middle income
Thailand,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,91.866524,MICS 2019,61.0,THA,7066.190546,East Asia & Pacific,Upper middle income
Thailand,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,81.120529,MICS 2019,61.0,THA,7066.190546,East Asia & Pacific,Upper middle income
Thailand,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2015,20.96038,UIS,61.0,THA,7066.190546,East Asia & Pacific,Upper middle income
Thailand,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2015,20.87599,UIS,61.0,THA,7066.190546,East Asia & Pacific,Upper middle income
Tajikistan,Completion rate for children of primary school age,Female,Primary,Total,Total,2017,97.845848,DHS 2017,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Completion rate for children of primary school age,Male,Primary,Total,Total,2017,99.029587,DHS 2017,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,62.71093,DHS 2017,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,80.348846,DHS 2017,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,93.454407,DHS 2017,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,95.354698,DHS 2017,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2016,2.48817,UIS,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2016,1.25099,UIS,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2017,26.77582,UIS,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Tajikistan,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2017,18.69776,UIS,83.0,TJK,897.0475103,Europe & Central Asia,Lower middle income
Turkmenistan,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,100.0,MICS 2019,78.0,TKM,,Europe & Central Asia,Upper middle income
Turkmenistan,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,100.0,MICS 2019,78.0,TKM,,Europe & Central Asia,Upper middle income
Turkmenistan,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,97.224037,MICS 2019,78.0,TKM,,Europe & Central Asia,Upper middle income
Turkmenistan,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,96.631203,MICS 2019,78.0,TKM,,Europe & Central Asia,Upper middle income
Turkmenistan,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,98.907791,MICS 2019,78.0,TKM,,Europe & Central Asia,Upper middle income
Turkmenistan,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,99.13308,MICS 2019,78.0,TKM,,Europe & Central Asia,Upper middle income
Timor-Leste,Completion rate for children of primary school age,Female,Primary,Total,Total,2016,84.822144,DHS 2016,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Completion rate for children of primary school age,Male,Primary,Total,Total,2016,76.861488,DHS 2016,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2016,54.656509,DHS 2016,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2016,49.078838,DHS 2016,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2016,69.677132,DHS 2016,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2016,62.577942,DHS 2016,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,3.02567,UIS,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,6.71849,UIS,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,8.57255,UIS,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,11.83839,UIS,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,21.68957,UIS,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Timor-Leste,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,26.70107,UIS,,TLS,2741.393931,East Asia & Pacific,Lower middle income
Tonga,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,98.64032,MICS 2019,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,97.791397,MICS 2019,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,56.31271,MICS 2019,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,45.1824,MICS 2019,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,76.237907,MICS 2019,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,65.175346,MICS 2019,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,4.24553,UIS,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,16.88249,UIS,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,32.80182,UIS,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tonga,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,49.34014,UIS,,TON,4426.000637,East Asia & Pacific,Upper middle income
Tunisia,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,96.5,MICS 2018,120.0,TUN,3807.13915,Middle East & North Africa,Lower middle income
Tunisia,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,93.599998,MICS 2018,120.0,TUN,3807.13915,Middle East & North Africa,Lower middle income
Tunisia,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,57.400002,MICS 2018,120.0,TUN,3807.13915,Middle East & North Africa,Lower middle income
Tunisia,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,40.099998,MICS 2018,120.0,TUN,3807.13915,Middle East & North Africa,Lower middle income
Tunisia,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,80.199997,MICS 2018,120.0,TUN,3807.13915,Middle East & North Africa,Lower middle income
Tunisia,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,68.400002,MICS 2018,120.0,TUN,3807.13915,Middle East & North Africa,Lower middle income
Türkiye,Completion rate for children of primary school age,Female,Primary,Total,Total,2013,97.853722,DHS style 2013,112.0,TUR,9661.235975,Europe & Central Asia,Upper middle income
