,Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,TIME_PERIOD,OBS_VALUE,DATA_SOURCE
342,Yemen,Completion rate for adolescents of lower secondary school age,Female,,,,%,2013.0,39.299999,DHS 2013
343,Yemen,Completion rate for adolescents of lower secondary school age,Male,,,,%,2013.0,54.5,DHS 2013
344,Yemen,Completion rate for adolescents of lower secondary school age,Total,,,,%,2013.0,46.299999,DHS 2013
345,Zambia,Completion rate for adolescents of lower secondary school age,Female,,,,%,2018.0,49.609348,DHS 2018
346,Zambia,Completion rate for adolescents of lower secondary school age,Male,,,,%,2018.0,54.051868,DHS 2018
347,Zambia,Completion rate for adolescents of lower secondary school age,Total,,,,%,2018.0,51.646271,DHS 2018
348,Zimbabwe,Completion rate for adolescents of lower secondary school age,Female,,,,%,2019.0,52.900002,MICS 2019
349,Zimbabwe,Completion rate for adolescents of lower secondary school age,Male,,,,%,2019.0,44.5,MICS 2019
350,Zimbabwe,Completion rate for adolescents of lower secondary school age,Total,,,,%,2019.0,48.599998,MICS 2019
351,,,,,,,,,,
0,Albania,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,1.93244,UIS
1,Albania,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,5.54032,UIS
2,Albania,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.84193,UIS
3,Algeria,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.177,UIS
4,Anguilla,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.77967,UIS
5,Antigua and Barbuda,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,1.87461,UIS
6,Antigua and Barbuda,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.58343,UIS
7,Antigua and Barbuda,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,1.72715,UIS
8,Argentina,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.42247,UIS
9,Armenia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,10.40104,UIS
10,Armenia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,10.54438,UIS
11,Armenia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,10.47731,UIS
12,Australia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,1.51921,UIS
13,Australia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,1.39621,UIS
14,Australia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,1.45611,UIS
15,Austria,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2016.0,0.11877,UIS
16,Austria,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2016.0,0.28884,UIS
17,Austria,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.05623,UIS
18,Azerbaijan,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,8.60678,UIS
19,Azerbaijan,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,12.06504,UIS
20,Azerbaijan,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,10.46286,UIS
21,Bahrain,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,2.83481,UIS
22,Bahrain,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.86613,UIS
23,Bahrain,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,2.3445,UIS
24,Barbados,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,3.34526,UIS
25,Barbados,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,1.97899,UIS
26,Barbados,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,2.65161,UIS
27,Belarus,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,6.02934,UIS
28,Belarus,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,4.50552,UIS
29,Belarus,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,5.24426,UIS
30,Belgium,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.46626,UIS
31,Belgium,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.29645,UIS
32,Belgium,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.89266,UIS
33,Belize,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2014.0,1.64405,UIS
34,Belize,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2014.0,0.52959,UIS
35,Belize,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.15125,UIS
36,Benin,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,9.6247,UIS
37,Benin,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,3.90597,UIS
38,Benin,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,6.72457,UIS
39,Bhutan,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,2.20498,UIS
40,Bhutan,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,5.05943,UIS
41,Bhutan,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.65422,UIS
42,Bolivia (Plurinational State of),Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,4.69231,UIS
43,Bolivia (Plurinational State of),Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,5.0999,UIS
44,Bolivia (Plurinational State of),Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,4.9005,UIS
45,Bosnia and Herzegovina,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,13.34897,UIS
46,Bosnia and Herzegovina,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,13.2238,UIS
47,Bosnia and Herzegovina,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,13.28474,UIS
48,Botswana,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2017.0,8.08053,UIS
49,Botswana,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2017.0,9.7893,UIS
50,Botswana,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2017.0,8.94308,UIS
51,Brazil,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2015.0,0.57631,UIS
52,Brazil,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2015.0,0.8555,UIS
53,Brazil,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.57306,UIS
54,British Virgin Islands,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,1.94647,UIS
55,Brunei Darussalam,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,1.52253,UIS
56,Brunei Darussalam,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,1.8298,UIS
57,Brunei Darussalam,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,1.68117,UIS
58,Bulgaria,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,14.61375,UIS
59,Bulgaria,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,14.60503,UIS
60,Bulgaria,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,14.60927,UIS
61,Burkina Faso,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,24.55493,UIS
62,Burkina Faso,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,24.4555,UIS
63,Burkina Faso,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,24.50434,UIS
64,Burundi,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2021.0,8.42872,UIS
65,Burundi,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2021.0,11.77477,UIS
66,Burundi,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2021.0,10.11094,UIS
67,Cabo Verde,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,8.22356,UIS
68,Cabo Verde,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,7.2346,UIS
69,Cabo Verde,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,7.72343,UIS
70,Cambodia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,11.07261,UIS
71,Cambodia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,10.63052,UIS
72,Cambodia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,10.84626,UIS
73,Cameroon,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,12.72457,UIS
74,Cameroon,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,4.00376,UIS
75,Cameroon,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,8.32815,UIS
76,Canada,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.27903,UIS
77,Chad,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,35.04273,UIS
78,Chad,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,17.30957,UIS
79,Chad,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,26.15198,UIS
80,Chile,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.87884,UIS
81,Chile,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,0.0596,UIS
82,Chile,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.46204,UIS
83,Colombia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,0.54,UIS
84,Colombia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,1.84815,UIS
85,Colombia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,1.20878,UIS
86,Comoros,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,18.17248,UIS
87,Comoros,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,18.13717,UIS
88,Comoros,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,18.15451,UIS
89,Congo,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,16.32869,UIS
90,Congo,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,14.94113,UIS
91,Congo,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,15.62949,UIS
92,Cook Islands,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2014.0,2.33593,UIS
93,Cook Islands,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2014.0,1.64474,UIS
94,Cook Islands,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2016.0,0.79725,UIS
95,Costa Rica,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2017.0,3.31332,UIS
96,Costa Rica,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2017.0,3.18637,UIS
97,Costa Rica,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.07377,UIS
98,Croatia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,2.18771,UIS
99,Cuba,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.93172,UIS
100,Cuba,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,0.63967,UIS
101,Cuba,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.19751,UIS
102,Cyprus,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,0.8185,UIS
103,Cyprus,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,0.34225,UIS
104,Cyprus,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.50737,UIS
105,Czechia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.49345,UIS
106,Czechia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.21121,UIS
107,Czechia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.86192,UIS
108,Côte d'Ivoire,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,7.01395,UIS
109,Côte d'Ivoire,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,0.28267,UIS
110,Côte d'Ivoire,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2021.0,3.336088,UIS
111,Denmark,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.42964,UIS
112,Denmark,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,0.92461,UIS
113,Denmark,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.68426,UIS
114,Djibouti,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2021.0,36.09756,UIS
115,Djibouti,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2021.0,31.00706,UIS
116,Djibouti,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2021.0,33.48467,UIS
117,Dominica,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,0.77415,UIS
118,Dominica,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,1.00813,UIS
119,Dominica,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.89315,UIS
120,Dominican Republic,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,3.5809,UIS
121,Dominican Republic,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,4.61963,UIS
122,Dominican Republic,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,4.10988,UIS
123,East Asia and Pacific,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,3.66056,UIS
124,East Asia and Pacific,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,2.82741,UIS
125,East Asia and Pacific,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.2218,UIS
126,Eastern Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,3.57304,UIS
127,Eastern Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,3.74566,UIS
128,Eastern Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.66174,UIS
129,Eastern and Southern Africa,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,17.60585,UIS
130,Eastern and Southern Africa,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,15.52612,UIS
131,Eastern and Southern Africa,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,16.55695,UIS
132,Ecuador,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,1.37986,UIS
133,Egypt,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.72737,UIS
134,El Salvador,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2014.0,6.6392,UIS
135,El Salvador,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2014.0,7.03497,UIS
136,El Salvador,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2014.0,6.84121,UIS
137,Equatorial Guinea,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2015.0,54.81445,UIS
138,Equatorial Guinea,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2015.0,55.7771,UIS
139,Equatorial Guinea,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2015.0,55.30304,UIS
140,Eritrea,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,49.80647,UIS
141,Eritrea,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,44.99245,UIS
142,Eritrea,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,47.34818,UIS
143,Estonia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,2.10882,UIS
144,Estonia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,2.85387,UIS
145,Estonia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,2.49251,UIS
146,Eswatini,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,15.9,UIS
147,Eswatini,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,14.56613,UIS
148,Eswatini,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,15.22935,UIS
149,Ethiopia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,16.84797,UIS
150,Ethiopia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,8.82833,UIS
151,Ethiopia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,12.79203,UIS
152,Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,2.27586,UIS
153,Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,2.47461,UIS
154,Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,2.37793,UIS
155,Fiji,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2015.0,1.2056,UIS
156,Fiji,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2015.0,0.57764,UIS
157,Fiji,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,1.17826,UIS
158,Finland,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,1.55299,UIS
159,Finland,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,2.18141,UIS
160,Finland,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,1.87418,UIS
161,France,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2016.0,0.02556,UIS
162,France,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2016.0,0.30242,UIS
163,France,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.0054,UIS
164,Gabon,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,22.84137,UIS
165,Gabon,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,23.74649,UIS
166,Gabon,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,23.2981,UIS
167,Gambia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2021.0,8.11258,UIS
168,Gambia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2021.0,19.05032,UIS
169,Gambia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2021.0,13.6324,UIS
170,Georgia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,0.07433,UIS
171,Georgia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,1.12433,UIS
172,Georgia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.62309,UIS
173,Germany,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.3035,UIS
174,Germany,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.62742,UIS
175,Germany,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.98669,UIS
176,Ghana,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,5.07016,UIS
177,Ghana,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,6.86001,UIS
178,Ghana,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,5.9837,UIS
179,Greece,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.61721,UIS
180,Greece,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.15124,UIS
181,Greece,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.89269,UIS
182,Grenada,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2016.0,2.82159,UIS
183,Grenada,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2016.0,3.80146,UIS
184,Grenada,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,0.76442,UIS
185,Guatemala,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,10.02081,UIS
186,Guatemala,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,11.06562,UIS
187,Guatemala,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,10.55454,UIS
188,Guinea,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,21.34023,UIS
189,Guinea,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,7.67858,UIS
190,Guinea,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,14.46402,UIS
191,Holy See,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2022.0,0.0,UIS
192,Holy See,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2022.0,0.0,UIS
193,Holy See,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2022.0,0.0,UIS
194,Honduras,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,14.86876,UIS
195,Honduras,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,16.49416,UIS
196,Honduras,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,15.69807,UIS
197,Hungary,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,5.67648,UIS
198,Hungary,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,5.26811,UIS
199,Hungary,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,5.46731,UIS
200,Iceland,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2016.0,0.54309,UIS
201,Iceland,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2016.0,0.37367,UIS
202,Iceland,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.20488,UIS
203,India,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,4.20897,UIS
204,India,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,6.42847,UIS
205,India,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,5.37329,UIS
206,Indonesia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,7.98367,UIS
207,Indonesia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,3.39134,UIS
208,Indonesia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,5.62332,UIS
209,Iran (Islamic Republic of),Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.14107,UIS
210,Ireland,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.13723,UIS
211,Israel,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.49926,UIS
212,Italy,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,3.65387,UIS
213,Italy,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,3.35267,UIS
214,Italy,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,3.49892,UIS
215,Jamaica,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,29.01788,UIS
216,Jamaica,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,37.44215,UIS
217,Jamaica,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,33.29653,UIS
218,Jordan,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,20.57892,UIS
219,Jordan,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,19.60525,UIS
220,Jordan,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,20.08473,UIS
221,Kazakhstan,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,9.30243,UIS
222,Kazakhstan,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,9.90636,UIS
223,Kazakhstan,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,9.61296,UIS
224,Kiribati,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.2543,UIS
225,Kuwait,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2016.0,0.88499,UIS
226,Kuwait,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2016.0,4.37744,UIS
227,Kuwait,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2016.0,2.70151,UIS
228,Kyrgyzstan,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.11654,UIS
229,Lao People's Democratic Republic,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,8.99216,UIS
230,Lao People's Democratic Republic,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,7.51424,UIS
231,Lao People's Democratic Republic,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,8.23966,UIS
232,Latin America and Caribbean,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,2.43456,UIS
233,Latin America and Caribbean,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,3.2367,UIS
234,Latin America and Caribbean,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,2.84377,UIS
235,Latvia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.80117,UIS
236,Latvia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.53329,UIS
237,Latvia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,1.17626,UIS
238,Least developed countries,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,18.82653,UIS
239,Least developed countries,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,15.19038,UIS
240,Least developed countries,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,16.9875,UIS
241,Lesotho,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,5.97653,UIS
242,Lesotho,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,7.66526,UIS
243,Lesotho,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,6.81804,UIS
244,Liberia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2017.0,21.0684,UIS
245,Liberia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2017.0,21.63903,UIS
246,Liberia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2017.0,21.35893,UIS
247,Liechtenstein,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2014.0,1.82599,UIS
248,Liechtenstein,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2014.0,2.8481,UIS
249,Liechtenstein,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.07966,UIS
250,Lithuania,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.10193,UIS
251,Luxembourg,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2015.0,0.99038,UIS
252,Luxembourg,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2015.0,1.12227,UIS
253,Luxembourg,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.62121,UIS
254,Madagascar,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,2.32186,UIS
255,Malaysia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,1.36626,UIS
256,Malaysia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,1.82884,UIS
257,Malaysia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,1.60434,UIS
258,Maldives,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.72512,UIS
259,Maldives,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,3.16708,UIS
260,Maldives,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,2.00353,UIS
261,Mali,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,44.16784,UIS
