Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Solomon Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2017,34.25874,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,20.39706,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,21.47909,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,20.94147,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,41.74437,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,42.73513,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,42.26466,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,71.93627,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,56.81621,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,64.30673,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,1.10633,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,2.17703,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,0.81742,,%,,,,,,,,UIS,,,,,,Total
Sri Lanka,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,13.49414,,%,,,,,,,,UIS,,,,,,Total
Sri Lanka,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,18.08832,,%,,,,,,,,UIS,,,,,,Total
Sri Lanka,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,15.78832,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,16.05891,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,30.66601,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,23.48724,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,60.98529,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,54.68516,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,57.80811,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,49.70828,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,53.49484,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,51.6245,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,33.54758,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,42.00078,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,37.91468,,%,,,,,,,,UIS,,,,,,Total
Sweden,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,2.84783,,%,,,,,,,,UIS,,,,,,Total
Sweden,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,1.42353,,%,,,,,,,,UIS,,,,,,Total
Sweden,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2016,1.32312,,%,,,,,,,,UIS,,,,,,Total
Switzerland,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,20.45611,,%,,,,,,,,UIS,,,,,,Total
Switzerland,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,17.39128,,%,,,,,,,,UIS,,,,,,Total
Switzerland,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,18.89084,,%,,,,,,,,UIS,,,,,,Total
Tajikistan,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2017,26.77582,,%,,,,,,,,UIS,,,,,,Total
Tajikistan,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2017,18.69776,,%,,,,,,,,UIS,,,,,,Total
Tajikistan,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2017,22.63631,,%,,,,,,,,UIS,,,,,,Total
Thailand,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,20.96038,,%,,,,,,,,UIS,,,,,,Total
Thailand,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,20.87599,,%,,,,,,,,UIS,,,,,,Total
Thailand,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,20.91719,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,21.68957,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,26.70107,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,24.22807,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2017,65.58817,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2017,46.62264,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2017,56.0761,,%,,,,,,,,UIS,,,,,,Total
Tokelau,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,28.57143,,%,,,,,,,,UIS,,,,,,Total
Tokelau,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,30.55556,,%,,,,,,,,UIS,,,,,,Total
Tokelau,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,29.57746,,%,,,,,,,,UIS,,,,,,Total
Tonga,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,32.80182,,%,,,,,,,,UIS,,,,,,Total
Tonga,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,49.34014,,%,,,,,,,,UIS,,,,,,Total
Tonga,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,41.35123,,%,,,,,,,,UIS,,,,,,Total
Trinidad and Tobago,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,25.0056,,%,,,,,,,,UIS,,,,,,Total
Trinidad and Tobago,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,26.50642,,%,,,,,,,,UIS,,,,,,Total
Trinidad and Tobago,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,25.76558,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,41.31148,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,48.0315,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,44.73896,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,61.29032,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,67.87709,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,64.66381,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,19.31788,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,17.09841,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,18.18393,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2017,77.54351,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2017,72.41855,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2017,75.00986,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2014,4.31127,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2014,7.38249,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2014,5.88308,,%,,,,,,,,UIS,,,,,,Total
United Arab Emirates,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,1.83229,,%,,,,,,,,UIS,,,,,,Total
United Arab Emirates,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,2.51924,,%,,,,,,,,UIS,,,,,,Total
United Arab Emirates,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,2.17404,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,3.04646,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,3.80267,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,3.43264,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2016,87.72816,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2016,83.84053,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2016,85.77532,,%,,,,,,,,UIS,,,,,,Total
United States,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,4.94948,,%,,,,,,,,UIS,,,,,,Total
United States,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,2.59924,,%,,,,,,,,UIS,,,,,,Total
United States,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,3.75075,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,7.87026,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,13.39377,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,10.68979,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,14.67173,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,13.94742,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,14.30174,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,52.46674,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,58.46037,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,55.59125,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for youth of upper secondary school age (administrative data),Female,2017,18.9707,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for youth of upper secondary school age (administrative data),Male,2017,27.59017,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for youth of upper secondary school age (administrative data),Total,2017,23.36318,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,61.99535,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,53.89932,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,57.89825,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,5.6609,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,5.95084,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,5.8099,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,33.22461,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,33.90164,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,33.57542,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2016,67.67506,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2016,45.60837,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2016,56.44408,,%,,,,,,,,UIS,,,,,,Total
Zimbabwe,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,45.02828,,%,,,,,,,,UIS,,,,,,Total
Zimbabwe,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,40.3382,,%,,,,,,,,UIS,,,,,,Total
Zimbabwe,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,55.27636,,%,,,,,,,,UIS,,,,,,Total
,,,,,,,,,,,,,,,,,,,,
