Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Sri Lanka,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,0.1315,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,0.90332,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,5.12671,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,3.05891,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,37.91902,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,35.31105,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,36.60233,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,35.49242,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,33.2242,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,34.34396,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2015,11.06859,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2015,18.63275,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2015,14.99116,,%,,,,,,,,UIS,,,,,,Total
Sweden,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2015,0.15907,,%,,,,,,,,UIS,,,,,,Total
Switzerland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,1.04961,,%,,,,,,,,UIS,,,,,,Total
Switzerland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,0.19951,,%,,,,,,,,UIS,,,,,,Total
Switzerland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.61493,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,8.57255,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,11.83839,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,10.22936,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,27.6552,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,15.27625,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2017,21.44502,,%,,,,,,,,UIS,,,,,,Total
Tonga,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,4.24553,,%,,,,,,,,UIS,,,,,,Total
Tonga,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,16.88249,,%,,,,,,,,UIS,,,,,,Total
Tonga,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,10.88344,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,15.311,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,8.7256,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,11.95079,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,35.98326,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,30.57199,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,33.19797,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,3.99705,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,3.00352,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,3.48943,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,48.99008,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,48.52191,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2017,48.75536,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2014,3.2292,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2014,4.03877,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2014,3.64492,,%,,,,,,,,UIS,,,,,,Total
United Arab Emirates,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,2.82278,,%,,,,,,,,UIS,,,,,,Total
United Arab Emirates,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,1.73023,,%,,,,,,,,UIS,,,,,,Total
United Arab Emirates,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,0.71596,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2015,1.88953,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2015,1.75478,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.16207,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,63.89039,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,65.78001,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2016,71.75247,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,0.16817,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,1.30543,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.83821,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,2.40017,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,0.07663,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,1.21014,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,23.59121,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,26.55475,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,25.13063,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,13.20588,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,14.9115,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2017,14.0777,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,39.16764,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,36.78868,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,37.96222,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,1.7025,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,2.07753,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,1.89535,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,15.52915,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,15.69856,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,15.61668,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,34.47587,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,22.63386,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2016,28.44315,,%,,,,,,,,UIS,,,,,,Total
Zimbabwe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,21.87541,,%,,,,,,,,UIS,,,,,,Total
,,,,,,,,,,,,,,,,,,,,
