Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
United States,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.91657,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.10794,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.00179,,%,,,,,,,,UIS,,,,,,Total
Uruguay,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.56478,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for children of primary school age (administrative data),Female,2014,1.81819,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for children of primary school age (administrative data),Male,2014,0.24092,,%,,,,,,,,UIS,,,,,,Total
Uzbekistan,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.93533,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for children of primary school age (administrative data),Female,2020,3.91638,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for children of primary school age (administrative data),Male,2020,2.93369,,%,,,,,,,,UIS,,,,,,Total
Vanuatu,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.40727,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for children of primary school age (administrative data),Female,2017,9.60201,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for children of primary school age (administrative data),Male,2017,9.61844,,%,,,,,,,,UIS,,,,,,Total
Venezuela (Bolivarian Republic of),Out-of-school rate for children of primary school age (administrative data),Total,2017,9.61041,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for children of primary school age (administrative data),Female,2020,26.88306,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for children of primary school age (administrative data),Male,2020,20.75053,,%,,,,,,,,UIS,,,,,,Total
West and Central Africa,Out-of-school rate for children of primary school age (administrative data),Total,2020,23.77151,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for children of primary school age (administrative data),Female,2020,1.15695,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for children of primary school age (administrative data),Male,2020,1.37612,,%,,,,,,,,UIS,,,,,,Total
Western Europe,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.26946,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for children of primary school age (administrative data),Female,2020,9.56411,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for children of primary school age (administrative data),Male,2020,8.0098,,%,,,,,,,,UIS,,,,,,Total
World,Out-of-school rate for children of primary school age (administrative data),Total,2020,8.76158,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for children of primary school age (administrative data),Female,2016,21.12059,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for children of primary school age (administrative data),Male,2016,10.299,,%,,,,,,,,UIS,,,,,,Total
Yemen,Out-of-school rate for children of primary school age (administrative data),Total,2016,15.60336,,%,,,,,,,,UIS,,,,,,Total
Zambia,Out-of-school rate for children of primary school age (administrative data),Female,2017,12.96825,,%,,,,,,,,UIS,,,,,,Total
Zambia,Out-of-school rate for children of primary school age (administrative data),Male,2017,16.798,,%,,,,,,,,UIS,,,,,,Total
Zambia,Out-of-school rate for children of primary school age (administrative data),Total,2017,14.89646,,%,,,,,,,,UIS,,,,,,Total
Zimbabwe,Out-of-school rate for children of primary school age (administrative data),Female,2020,12.76421,,%,,,,,,,,UIS,,,,,,Total
Zimbabwe,Out-of-school rate for children of primary school age (administrative data),Male,2020,14.50443,,%,,,,,,,,UIS,,,,,,Total
Zimbabwe,Out-of-school rate for children of primary school age (administrative data),Total,2020,13.63717,,%,,,,,,,,UIS,,,,,,Total
,,,,,,,,,,,,,,,,,,,,
