Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,Observation Status,DATA_SOURCE,Observation confidentaility,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,Time interval at which the source data are collected
Kazakhstan,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2015,100,,MICS 2015,,,,,Not Known
Kazakhstan,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2015,99.599998,,MICS 2015,,,,,Not Known
Kazakhstan,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2015,99.900002,,MICS 2015,,,,,Not Known
Kazakhstan,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2015,99.900002,,MICS 2015,,,,,Not Known
Kazakhstan,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2015,99.900002,,MICS 2015,,,,,Not Known
Kenya,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2014,81.599998,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2014,76.599998,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2014,58.200001,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2014,75.099998,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2014,84.099998,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2014,89.5,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2014,93.699997,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2014,76.199997,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2014,86.800003,,DHS 2014,,,,,Not Known
Kenya,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2014,79,,DHS 2014,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,99.5,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,99,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,100,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,99.599998,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,98.5,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,98.800003,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,99.099998,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,99.099998,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,99.5,,MICS 2018,,,,,Not Known
Kyrgyzstan,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,99.199997,,MICS 2018,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2014,78.800003,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2014,68.199997,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2014,47.900002,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2014,63.900002,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2014,75.400002,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2014,86,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2014,90.099998,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2014,71.199997,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2014,84.699997,,DHS 2014,,,,,Not Known
Cambodia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2014,73.300003,,DHS 2014,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,96.451591,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,92.135643,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,88.404633,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,93.218246,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,96.067299,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,96.96077,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,95.834106,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,92.542351,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,95.532654,,MICS 2018-19,,,,,Not Known
Kiribati,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,94.086327,,MICS 2018-19,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2017,83.314621,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2017,83.543762,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2017,57.826679,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2017,79.705643,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2017,91.336029,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2017,96.53965,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2017,98.098869,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2017,79.12899,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2017,95.494492,,MICS 2017,,,,,Not Known
Lao People's Democratic Republic,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2017,83.433311,,MICS 2017,,,,,Not Known
Liberia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2013,32.599998,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2013,35.900002,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2013,10.3,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2013,12.4,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2013,22.799999,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2013,39.299999,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2013,57.400002,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2013,15.1,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2013,44,,DHS 2013,,,,,Not Known
Liberia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2013,34.200001,,DHS 2013,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2012,99,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2012,99.199997,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2012,97.800003,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2012,98.099998,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2012,100,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2012,100,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2012,100,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2012,98.900002,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2012,100,,MICS 2012,,,,,Not Known
Saint Lucia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2012,99.099998,,MICS 2012,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2016,99.392143,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2016,98.521729,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2016,97.852158,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2016,98.91008,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2016,99.128807,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2016,99.534286,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2016,99.589592,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2016,98.950729,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2016,98.995956,,DHS 2016,,,,,Not Known
Sri Lanka,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2016,98.957878,,DHS 2016,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,91.800003,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,68.599998,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,57.900002,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,77.099998,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,81.900002,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,86.699997,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,96.099998,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,73.599998,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,92.300003,,MICS 2018,,,,,Not Known
Lesotho,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,79.900002,,MICS 2018,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2012,99.47757,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2012,98.722054,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2012,97.002724,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2012,98.91114,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2012,99.085876,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2012,100,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2012,100,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2012,99.147858,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2012,98.95536,,MICS 2012,,,,,Not Known
Republic of Moldova,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2012,99.0895,,MICS 2012,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,60.200001,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,51.599998,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,17.6,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,37.900002,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,57.299999,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,73.400002,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,88.599998,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,50.400002,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,73.900002,,MICS 2018,,,,,Not Known
Madagascar,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,55.900002,,MICS 2018,,,,,Not Known
Mexico,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,98.300003,,ENIGH 2018,,,,,Not Known
Mexico,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,97.5,,ENIGH 2018,,,,,Not Known
Mexico,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,97.199997,,ENIGH 2018,,,,,Not Known
Mexico,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,98.099998,,ENIGH 2018,,,,,Not Known
Mexico,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,97.900002,,ENIGH 2018,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,99.641693,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,97.024582,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,97.389717,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,96.566223,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,99.201767,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,99.698593,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,100,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,99.352341,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,97.505638,,MICS 2018-19,,,,,Not Known
North Macedonia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,98.280487,,MICS 2018-19,,,,,Not Known
Mali,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2015,40.700001,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2015,49.700001,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2015,16.200001,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2015,25.200001,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2015,37.599998,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2015,55.299999,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2015,78.5,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2015,35.599998,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2015,74.5,,MICS 2015,,,,,Not Known
Mali,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2015,45.200001,,MICS 2015,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2016,84.397919,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2016,81.712029,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2016,64.240372,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2016,83.519531,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2016,88.304298,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2016,89.660103,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2016,92.495407,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2016,80.777603,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2016,89.696701,,DHS 2015-16,,,,,Not Known
Myanmar,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2016,83.093033,,DHS 2015-16,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,97.518806,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,94.519417,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,89.023163,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,95.130943,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,100,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,100,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,97.501266,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,97.590286,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,95.262802,,MICS 2018,,,,,Not Known
Montenegro,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,96.030838,,MICS 2018,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2014,98.451233,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2014,96.326317,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2014,92.923851,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2014,96.693039,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2014,99.598572,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2014,99.135536,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2014,99.232353,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2014,95.930183,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2014,98.334877,,MICS 2013-14,,,,,Not Known
Mongolia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2014,97.365547,,MICS 2013-14,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2015,57.896851,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2015,68.495567,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2015,48.583069,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2015,50.8438,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2015,60.976929,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2015,69.279762,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2015,85.519218,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2015,54.001221,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2015,72.450523,,MICS 2015,,,,,Not Known
Mauritania,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2015,62.90905,,MICS 2015,,,,,Not Known
Malawi,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2016,51.5,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2016,42.700001,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2016,25.299999,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2016,33.599998,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2016,42.799999,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2016,53.5,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2016,72.900002,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2016,42.700001,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2016,73.099998,,DHS 2015-16,,,,,Not Known
Malawi,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2016,46.700001,,DHS 2015-16,,,,,Not Known
Namibia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2013,86.099998,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2013,75,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2013,66.199997,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2013,69.400002,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2013,82.199997,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2013,89.400002,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2013,96.599998,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2013,74.199997,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2013,89.199997,,DHS 2013,,,,,Not Known
Namibia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2013,80.599998,,DHS 2013,,,,,Not Known
Niger,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2012,23.56843,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2012,34.82,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2012,7.819839,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2012,19.519819,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2012,17.272181,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2012,25.121281,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2012,57.63303,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2012,19.125019,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2012,60.891392,,DHS 2012,,,,,Not Known
Niger,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2012,29.052469,,DHS 2012,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,70.699997,,DHS 2018,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,70.5,,DHS 2018,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,26.5,,DHS 2018,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,56.700001,,DHS 2018,,,,,Not Known
